Card Name,Set Name,Normal Price (USD),Foil Price (USD)
Windstorm,Duel Decks Anthology: Garruk vs. Liliana,0.32,
Windstorm Drake,Jumpstart,0.08,
Wind Strider,Ixalan,0.02,0.16
Windswept Heath,Modern Horizons 3,8.51,8.53
Windswift Slice,Tales of Middle-earth Commander,0.51,
Windwright Mage,Shards of Alara,0.14,0.43
Wind Zendikon,Worldwake,0.12,0.69
Wine of Blood and Iron,Saviors of Kamigawa,0.56,1.82
Wingbeat Warrior,Legions,0.10,0.40
Wing Commando,The Brothers' War,0.03,0.05
Wingcrafter,Modern Masters 2017,0.20,0.61
Winged Boots,Outlaws of Thunder Junction Commander,4.08,
Winged Coatl,Double Masters 2022,0.04,0.09
Winged Hive Tyrant,"Warhammer 40,000 Commander",0.23,
Winged Portent,Innistrad: Crimson Vow,0.15,0.20
Winged Shepherd,Amonkhet,0.02,0.32
Winged Sliver,Commander Masters,0.41,
Winged Words,Jumpstart,0.20,
Wingfold Pteron,Ikoria: Lair of Behemoths,0.02,0.10
Wing It,Modern Horizons 3,0.05,0.04
Wingmantle Chaplain,Dominaria United,0.08,0.24
Wingmate Roc,Commander 2019,0.36,
Wing Puncture,Scars of Mirrodin,0.13,0.24
Wingrattle Scarecrow,Shadowmoor,0.40,6.88
Wing Shards,Modern Horizons,0.05,0.47
Wingshield Agent,Streets of New Capenna,0.03,0.05
Wing Snare,Welcome Deck 2017,0.10,
Wings of Aesthir,Masters Edition II,,
Wings of Hope,Invasion,0.10,0.88
Wings of Hubris,Theros Beyond Death,0.04,0.18
Wings of the Cosmos,Kaldheim,0.01,0.09
Wings of the Guard,Conspiracy: Take the Crown,0.07,0.33
Wings of Velis Vel,Modern Masters 2015,0.13,0.32
Wingspan Mentor,New Capenna Commander,0.04,
Wing Splicer,Modern Masters 2017,0.28,0.70
Wingsteed Rider,Double Masters 2022,0.02,0.03
Wing Storm,Prophecy,0.27,2.45
Winnow,Invasion,0.29,4.04
Winnower Patrol,Morningtide,0.09,0.24
"Winota, Joiner of Forces",Ikoria: Lair of Behemoths,3.90,5.26
Winter Blast,Masters Edition,,
"Winter, Cynical Opportunist",Duskmourn: House of Horror Commander,0.18,0.19
Winter Eladrin,Commander Legends: Battle for Baldur's Gate,0.03,0.13
Winterflame,Khans of Tarkir,0.13,0.07
"Winter, Misanthropic Guide",Duskmourn: House of Horror,0.11,0.18
Winter Moon,Modern Horizons 3,0.84,1.11
Wintermoon Mesa,Prophecy,0.43,14.95
Wintermoor Commander,March of the Machine Commander,0.09,
Winter Orb,Eternal Masters,7.37,32.12
Winter's Chill,Ice Age,2.34,
Winter's Grasp,Tempest,0.37,
Winter's Intervention,Duskmourn: House of Horror,0.05,0.02
Winter Sky,Homelands,1.39,
Winter's Night,Masters Edition II,,
Winter's Rest,Modern Horizons,0.07,0.56
Winterthorn Blessing,Innistrad: Midnight Hunt,0.03,0.12
Wipe Away,Time Spiral Remastered,0.10,1.05
Wipe Clean,Scourge,0.11,0.54
Wirecat,Urza's Saga,0.23,
Wirefly Hive,Darksteel,0.21,
Wire Surgeons,The Brothers' War Commander,0.06,
Wiretapping,Streets of New Capenna,0.11,0.10
Wirewood Channeler,Kaldheim Commander,1.63,
Wirewood Elf,Onslaught,0.16,0.79
Wirewood Guardian,Scourge,0.12,1.04
Wirewood Herald,Duel Decks Anthology: Elves vs. Goblins,1.59,
Wirewood Hivemaster,Legions,0.21,5.99
Wirewood Lodge,Duel Decks Anthology: Elves vs. Goblins,6.57,
Wirewood Pride,Onslaught,0.17,3.12
Wirewood Savage,Duel Decks Anthology: Garruk vs. Liliana,0.35,
Wirewood Symbiote,Modern Horizons 3,0.08,0.18
Wish,Adventures in the Forgotten Realms,1.45,2.43
Wishclaw Talisman,Foundations,1.41,
Wishcoin Crab,Core Set 2021,0.03,0.14
Wishful Merfolk,Jumpstart,0.06,
Wishing Well,Bloomburrow,0.14,0.16
Wishmonger,Mercadian Masques,0.32,9.52
Wispdrinker Vampire,Murders at Karlov Manor,0.18,0.24
Wispmare,Lorwyn,0.30,5.51
Wispweaver Angel,Kaladesh,0.09,0.32
Wistful Selkie,Commander 2015,0.22,
Wistful Thinking,Planar Chaos,0.12,0.30
Witchbane Orb,Innistrad,0.35,1.88
Witch Enchanter // Witch-Blessed Meadow,Modern Horizons 3,3.29,5.83
Witch Engine,Urza's Saga,0.58,
Witches' Eye,Theros,0.08,0.31
Witch Hunt,Commander 2013,0.36,
Witch Hunter,Time Spiral Timeshifted,0.23,2.59
Witching Well,Commander Masters,0.05,0.09
"Witch-king, Bringer of Ruin",The Lord of the Rings: Tales of Middle-earth,4.93,
Witch-king of Angmar,The Lord of the Rings: Tales of Middle-earth,4.83,5.84
"Witch-king, Sky Scourge",Tales of Middle-earth Commander,1.09,1.00
Witch-Maw Nephilim,Guildpact,0.65,10.01
Witch of the Moors,Outlaws of Thunder Junction Commander,0.41,
Witch's Cauldron,Commander Masters,0.04,0.08
Witch's Clinic,Duskmourn: House of Horror Commander,4.13,
Witch's Cottage,Throne of Eldraine,0.55,1.93
Witch's Familiar,Magic 2015,0.10,0.37
Witch's Mark,Wilds of Eldraine,0.10,0.18
Witch's Mist,Future Sight,0.20,0.38
Witch's Oven,Throne of Eldraine,1.89,2.68
Witchstalker,Magic 2014,0.33,0.89
Witchstalker Frenzy,Wilds of Eldraine,0.21,0.33
Witch's Vengeance,Throne of Eldraine,0.16,0.14
Witch's Web,Innistrad: Crimson Vow,0.05,0.09
Withdraw,Prophecy,0.14,3.89
Wither and Bloom,Modern Horizons 3,0.03,0.05
Witherbloom Apprentice,Strixhaven: School of Mages,0.30,0.38
Witherbloom Campus,Strixhaven: School of Mages,0.09,0.21
Witherbloom Command,Strixhaven: School of Mages,0.72,0.81
Witherbloom Pledgemage,Strixhaven: School of Mages,0.04,0.04
Withercrown,Kaldheim,0.03,0.06
Withered Wretch,Planechase,0.28,
Withering Boon,Mirage,5.12,
Withering Gaze,Ninth Edition,0.37,
Withering Hex,Onslaught,0.16,0.38
Withering Torment,Duskmourn: House of Horror,1.95,3.80
Withering Wisps,Masters Edition II,,
Witherscale Wurm,Shadowmoor,0.79,7.74
Without Weakness,Hour of Devastation,0.06,0.37
Withstand,Guildpact,0.08,0.33
Withstand Death,Scars of Mirrodin,0.28,12.21
Witness of the Ages,Khans of Tarkir,0.03,0.17
Witness of Tomorrows,Theros Beyond Death,0.02,0.06
Witness Protection,Foundations,0.08,0.13
Witness the End,Oath of the Gatewatch,0.07,0.20
Witness the Future,Innistrad: Crimson Vow,0.04,0.10
Wit's End,Magic 2013,0.24,0.59
Witty Roastmaster,Streets of New Capenna,0.65,4.61
Wizard Class,Adventures in the Forgotten Realms,2.02,2.16
Wizard Mentor,Urza's Saga,0.16,
Wizard Replica,Planechase,0.10,
Wizard's Lightning,Dominaria,0.16,3.52
Wizards of Thay,Commander Legends: Battle for Baldur's Gate,0.33,0.53
Wizards of the _____,Unfinity,0.02,0.03
Wizard's Retort,Jumpstart,0.19,
Wizard's Rockets,The Lord of the Rings: Tales of Middle-earth,0.06,0.07
Wizards' School,Homelands,0.27,
Wizard's Spellbook,Adventures in the Forgotten Realms,0.20,0.31
Wizened Cenn,Lorwyn,0.16,0.95
Wizened Snitches,Ravnica: City of Guilds,0.29,3.94
Woebearer,Mirrodin,0.20,0.32
Woebringer Demon,Ravnica Remastered,0.07,0.09
Woeleecher,Shadowmoor,0.05,0.21
Woe Strider,Commander Legends: Battle for Baldur's Gate,0.36,
Wojek Apothecary,Ravnica: City of Guilds,0.12,0.40
Wojek Bodyguard,Ravnica: Clue Edition,0.06,
Wojek Embermage,Ravnica: City of Guilds,0.27,0.79
Wojek Halberdiers,Gatecrash,0.07,0.22
Wojek Investigator,Murders at Karlov Manor,0.15,0.26
Wojek Siren,Ravnica: City of Guilds,0.07,0.33
Wolfbitten Captive // Krallenhorde Killer,Dark Ascension,0.37,2.87
Wolfbriar Elemental,Commander Anthology,0.48,
Wolfcaller's Howl,Commander Anthology,2.84,
Wolfhunter's Quiver,Dark Ascension,0.11,0.49
Wolf in _____ Clothing,Unfinity,0.04,0.05
Wolfir Avenger,Avacyn Restored,0.14,0.86
Wolfir Silverheart,Avacyn Restored,0.62,0.93
Wolfkin Bond,Core Set 2020,0.04,0.11
Wolfkin Outcast // Wedding Crasher,Innistrad: Crimson Vow,0.15,0.20
Wolf of Devil's Breach,Shadows over Innistrad,0.32,0.65
Wolf Pack,Masters Edition II,,
Wolfrider's Saddle,Core Set 2020,0.06,0.25
Wolf-Skull Shaman,Morningtide,0.98,9.99
Wolf's Quarry,Throne of Eldraine,0.04,0.15
Wolf Strike,Innistrad: Crimson Vow,0.02,0.14
Wolfwillow Haven,Theros Beyond Death,0.11,0.41
"Wolverine, Best There Is",Secret Lair Drop,31.39,
Wolverine Pack,Fifth Edition,0.12,
Wolverine Riders,Kaldheim Commander,5.57,
Wonder,Modern Horizons 2,2.44,4.18
Wonderscape Sage,Modern Horizons 3 Commander,0.13,
Wondrous Crucible,The Brothers' War Commander,1.09,
Woodborn Behemoth,Jumpstart,0.06,
Woodcaller Automaton,The Brothers' War,0.16,0.77
Woodcloaker,Scourge,0.05,0.46
Woodcutter's Grit,Eldritch Moon,0.06,0.27
Wooded Bastion,Double Masters,12.87,14.37
Wooded Foothills,Modern Horizons 3,10.69,10.54
Wooded Ridgeline,Dominaria United,0.20,0.29
Wood Elemental,Masters Edition IV,,
Wood Elves,March of the Machine Commander,0.27,
Wooden Sphere,Eighth Edition,0.08,
Wooden Stake,Innistrad,0.10,0.20
Woodfall Primus,New Capenna Commander,0.39,
Woodland Acolyte // Mend the Wilds,Wilds of Eldraine,0.02,0.08
Woodland Bellower,Magic Origins,2.59,7.14
Woodland Cemetery,Duskmourn: House of Horror Commander,0.96,
Woodland Champion,Double Masters,0.05,0.18
Woodland Changeling,Lorwyn,0.43,6.33
Woodland Chasm,Kaldheim,0.73,0.99
Woodland Druid,Odyssey,0.17,3.95
Woodland Guidance,Lorwyn,0.12,2.01
Woodland Liege,Foundations Jumpstart,0.92,
Woodland Mystic,Core Set 2020,2.02,
Woodland Patrol,Eldritch Moon,0.02,
Woodland Sleuth,Innistrad,0.03,0.22
Woodland Stream,Commander Legends,0.08,
Woodland Wanderer,Battle for Zendikar,0.08,0.26
Woodlot Crawler,Dragon's Maze,0.07,0.22
Woodlurker Mimic,Eventide,0.12,0.58
Woodripper,Nemesis,0.12,0.96
Wood Sage,Tempest Remastered,,
Woodvine Elemental,Conspiracy,0.14,0.31
Woodweaver's Puzzleknot,Kaladesh,0.03,0.69
Woodwraith Corrupter,Ravnica: City of Guilds,0.26,0.47
Woodwraith Strangler,Ravnica: City of Guilds,0.05,0.24
Woolly Loxodon,Masters 25,0.03,0.16
Woolly Mammoths,Masters Edition II,,
Woolly Razorback,Coldsnap,0.39,3.45
Woolly Spider,Masters Edition II,,
Woolly Thoctar,Modern Masters 2017,0.07,0.24
Word of Binding,Fourth Edition,0.06,
Word of Blasting,Mercadian Masques,0.17,0.64
Word of Command,Masters Edition IV,,
Word of Seizing,Commander Legends,0.12,
Word of Undoing,Masters Edition,,
Words of War,Onslaught,0.50,5.12
Words of Waste,Onslaught,4.30,30.30
Words of Wilding,Onslaught,3.24,12.25
Words of Wind,Onslaught,2.68,33.60
Words of Wisdom,Odyssey,0.68,11.34
Words of Worship,Onslaught,1.28,16.51
Workhorse,Exodus,1.75,
Workshop Assistant,Commander Legends,0.07,0.34
Workshop Elders,March of the Machine Commander,0.07,
Workshop Warchief,Streets of New Capenna,0.08,0.16
World at War,Rise of the Eldrazi,7.62,22.20
World Breaker,Oath of the Gatewatch,3.77,15.61
Worldfire,Magic 2013,23.31,62.93
Worldgorger Dragon,Dominaria Remastered,0.85,1.23
Worldheart Phoenix,Modern Masters 2015,0.08,0.22
Worldly Counsel,Conflux,0.10,0.36
Worldly Tutor,Dominaria Remastered,15.00,15.13
Worldpurge,Shadowmoor,0.68,9.68
World Queller,Zendikar,0.20,1.35
World Shaper,Outlaws of Thunder Junction Commander,1.31,
Worldslayer,Magic 2012,1.88,11.23
Worldsoul Colossus,Guilds of Ravnica,0.06,0.92
Worldsoul's Rage,Murders at Karlov Manor,0.32,0.40
Worldspine Wurm,Duskmourn: House of Horror Commander,1.16,
Worldwalker Helm,The Big Score,5.85,9.09
World-Weary,Modern Horizons 2,0.02,0.03
Wormfang Behemoth,Judgment,0.28,3.69
Wormfang Crab,Judgment,0.21,0.98
Wormfang Drake,Dominaria Remastered,0.05,0.02
Wormfang Manta,Judgment,0.51,12.00
Wormfang Newt,Judgment,0.10,0.77
Wormfang Turtle,Judgment,0.17,1.62
Worm Harvest,Commander 2018,0.31,
Wormhole Serpent,Strixhaven: School of Mages,0.05,0.22
Worms of the Earth,The Dark,6.95,
Wormwood Dryad,Time Spiral,0.06,0.23
Wormwood Treefolk,Masters Edition III,,
Worn Powerstone,Modern Horizons 3,0.20,0.44
Worry Beads,Mercadian Masques,0.45,8.49
Worship,Ninth Edition,0.76,
Worst Fears,Journey into Nyx,1.95,6.48
"Wort, Boggart Auntie",Lorwyn,9.12,51.23
Worthy Cause,Tempest,0.27,
Worthy Knight,March of the Machine Commander,0.26,
"Wort, the Raidmother",Commander 2020,0.22,
Wose Pathfinder,The Lord of the Rings: Tales of Middle-earth,0.05,0.08
Wound Reflection,Double Masters,5.22,6.50
Wrack with Madness,Dark Ascension,0.03,0.25
Wrangle,Aether Revolt,0.09,0.68
Wrangler of the Damned,Outlaws of Thunder Junction,0.04,0.09
Wrap in Flames,Theros Beyond Death,0.02,0.06
Wrap in Vigor,Conspiracy,1.22,6.36
Wrathful Raptors,The Lost Caverns of Ixalan Commander,3.86,
Wrathful Red Dragon,Commander Legends: Battle for Baldur's Gate,1.49,1.62
Wrath of God,Commander Masters,2.51,2.63
Wrath of Marit Lage,Eighth Edition,0.10,
Wrath of the Skies,Modern Horizons 3,1.08,1.52
Wreak Havoc,Guildpact,0.27,0.66
Wreath of Geists,Innistrad,0.08,0.27
Wreck and Rebuild,Outlaws of Thunder Junction Commander,0.10,
Wreck Hunter,The Brothers' War Commander,0.10,
Wrecking Ball,Commander Anthology,0.15,
Wrecking Beast,Ravnica Allegiance,0.05,0.15
Wrecking Crew,Streets of New Capenna,0.01,0.02
Wrecking Ogre,Gatecrash,0.13,0.51
Wrench,Murders at Karlov Manor,0.06,0.04
Wrench Mind,Iconic Masters,0.15,0.37
Wrenn and Realmbreaker,March of the Machine,5.01,5.40
Wrenn and Seven,Duskmourn: House of Horror Commander,1.08,
Wrenn and Six,Double Masters 2022,13.89,24.02
Wrenn's Resolve,March of the Machine,0.82,1.22
Wren's Run Hydra,Modern Horizons 2,0.14,0.24
Wren's Run Packmaster,Commander Anthology,1.53,
Wren's Run Vanquisher,Jumpstart,0.13,
Wretched Anurid,Dominaria Remastered,0.02,0.09
Wretched Banquet,Conflux,0.08,0.48
Wretched Camel,Hour of Devastation,0.02,0.20
Wretched Confluence,Commander Masters,0.10,0.17
Wretched Gryff,Eldritch Moon,0.12,1.11
Wretched Throng,Innistrad: Crimson Vow,0.02,0.03
"Wrexial, the Risen Deep",New Capenna Commander,0.58,
Wriggling Grub,Foundations Jumpstart,0.89,
Wring Flesh,Magic 2014,0.08,0.10
Wrinkly Monkey Shenanigans,Unfinity Sticker Sheets,0.19,
Write into Being,Fate Reforged,0.04,0.55
Writhing Chrysalis,Modern Horizons 3,0.11,0.43
Writhing Necromass,Dominaria United,0.05,0.11
Writ of Passage,Dissension,0.13,1.96
Writ of Return,New Capenna Commander,0.16,
Wrong Turn,Commander Legends,0.28,0.49
Wu Admiral,Portal Three Kingdoms,3.52,
Wu Elite Cavalry,Masters Edition III,,
Wu Infantry,Portal Three Kingdoms,3.12,
Wulfgar of Icewind Dale,Forgotten Realms Commander,3.72,
Wu Light Cavalry,Portal Three Kingdoms,3.72,
Wu Longbowman,Masters Edition III,,
Wumpus Aberration,Modern Horizons 3,0.04,0.05
Wurmcalling,Time Spiral,2.78,8.49
Wurmcoil Engine,Double Masters,9.00,13.11
Wurmcoil Larva,Modern Horizons 3,0.05,0.13
Wurmquake,Phyrexia: All Will Be One Commander,0.16,
Wurmskin Forger,Mirrodin,0.09,0.30
Wurm's Tooth,Magic 2012,0.09,0.31
Wurmweaver Coil,Ravnica Remastered,0.03,0.10
Wu Scout,Portal Three Kingdoms,5.74,
Wu Spy,Portal Three Kingdoms,12.78,
Wu Warship,Masters Edition III,,
"Wydwen, the Biting Gale",Commander 2020,0.16,
"Wyleth, Soul of Steel",Commander Legends,,5.04
"Wylie Duke, Atiin Hero",Outlaws of Thunder Junction,0.15,0.23
"Wyll, Blade of Frontiers",Commander Legends: Battle for Baldur's Gate,0.34,0.47
Wyll's Reversal,Commander Legends: Battle for Baldur's Gate,0.78,1.08
Wyluli Wolf,Masters Edition,,
Wyrm's Crossing Patrol,Commander Legends: Battle for Baldur's Gate,0.05,0.15
"Xanathar, Guild Kingpin",Adventures in the Forgotten Realms,2.30,2.88
Xander's Lounge,Streets of New Capenna,8.95,10.07
Xander's Pact,New Capenna Commander,0.14,
"Xantcha, Sleeper Agent",Commander Masters,0.68,0.71
Xanthic Statue,Weatherlight,0.74,
Xantid Swarm,Eternal Masters,0.90,2.27
Xathrid Demon,Commander 2014,0.45,
Xathrid Gorgon,Magic 2013,0.21,0.76
Xathrid Necromancer,Commander 2020,0.15,
Xathrid Slyblade,Magic 2015,0.09,0.59
"Xavier Sal, Infested Captain",The Lost Caverns of Ixalan Commander,0.92,1.17
"Xenagos, God of Revels",The Lost Caverns of Ixalan Commander,12.64,
"Xenagos, the Reveler",Commander Legends: Battle for Baldur's Gate,1.10,
Xenic Poltergeist,Masters Edition IV,,
"Xenk, Paladin Unbroken",Secret Lair Drop,38.65,36.88
Xenograft,New Phyrexia,0.70,2.98
Xenosquirrels,Unfinity,0.07,0.19
Xerex Strobe-Knight,March of the Machine,0.04,0.18
"Xiahou Dun, the One-Eyed",Masters Edition III,,
Xira Arien,Dominaria Remastered,0.14,0.13
"Xira, the Golden Sting",Dominaria United Commander,0.28,0.31
"Xolatoyac, the Smiling Flood",The Lost Caverns of Ixalan Commander,2.87,4.40
Xorn,Adventures in the Forgotten Realms,5.52,5.80
"Xun Yu, Wei Advisor",Portal Three Kingdoms,58.93,
"Xyris, the Writhing Storm",Dominaria United Commander,0.65,
Yahenni's Expertise,Aether Revolt,0.33,0.67
"Yahenni, Undying Partisan",The Lost Caverns of Ixalan Commander,0.48,
Yamabushi's Flame,Champions of Kamigawa,0.08,0.54
Yamabushi's Storm,Champions of Kamigawa,0.15,0.33
Yanling's Harbinger,Core Set 2020,0.12,
"Yannik, Scavenging Sentinel",Commander 2020,0.46,0.29
Yare,Mirage,0.79,
Yargle and Multani,March of the Machine,1.70,1.91
"Yargle, Glutton of Urborg",Commander Masters,0.08,0.16
Yarok's Fenlurker,Core Set 2020,0.22,1.15
Yarok's Wavecrasher,Core Set 2020,0.02,0.15
"Yarok, the Desecrated",Core Set 2020,3.13,5.35
"Yarus, Roar of the Old Gods",Murders at Karlov Manor,0.12,0.24
"Yasharn, Implacable Earth",Zendikar Rising,0.32,0.45
Yasmin Khan,Doctor Who,,0.07
Yasova Dragonclaw,Fate Reforged,0.18,1.21
Yavimaya Ancients,Masters Edition II,,
Yavimaya Ants,Masters Edition,,
Yavimaya Barbarian,Invasion,0.11,0.61
Yavimaya Coast,Duskmourn: House of Horror Commander,0.44,
"Yavimaya, Cradle of Growth",Modern Horizons 2,8.96,15.35
Yavimaya Dryad,Time Spiral Remastered,0.18,1.65
Yavimaya Elder,Duskmourn: House of Horror Commander,0.06,
Yavimaya Enchantress,Commander 2018,0.12,
Yavimaya Gnats,Ice Age,0.26,
Yavimaya Granger,Urza's Legacy,0.23,5.42
Yavimaya Hollow,Vintage Masters,,
Yavimaya Iconoclast,Dominaria United,0.06,0.18
Yavimaya Kavu,Invasion,0.25,0.74
Yavimaya Sapherd,Dominaria,0.03,0.50
Yavimaya Scion,Urza's Legacy,0.13,3.47
Yavimaya's Embrace,Double Masters,0.04,0.04
Yavimaya Sojourner,Dominaria United,0.04,0.05
Yavimaya Steelcrusher,Dominaria United,0.05,0.13
Yavimaya Wurm,Magic 2011,0.08,0.19
Yawgmoth Demon,Ninth Edition,0.39,
Yawgmoth Merfolk Soul,Unfinity Sticker Sheets,0.14,
Yawgmoth's Agenda,Invasion,0.48,6.50
Yawgmoth's Edict,Seventh Edition,0.22,
Yawgmoth's Vile Offering,March of the Machine Commander,0.25,
Yawgmoth's Will,Vintage Masters,,
"Yawgmoth, Thran Physician",Dominaria Remastered,11.85,13.13
Yawning Fissure,Magic 2010,0.08,0.41
Ydwen Efreet,Masters Edition,,
"Yedora, Grave Gardener",Duskmourn: House of Horror Commander,0.11,
Yellow Scarves Cavalry,Portal Three Kingdoms,8.65,
Yellow Scarves General,Portal Three Kingdoms,7.22,
Yellow Scarves Troops,Portal Three Kingdoms,0.60,
"Yenna, Redtooth Regent",Wilds of Eldraine,0.63,0.75
"Yennett, Cryptic Sovereign",Commander Masters,0.15,0.22
"Yes Man, Personal Securitron",Fallout,0.35,4.11
"Yeva, Nature's Herald",Ravnica Remastered,1.12,1.15
Yeva's Forcemage,Ravnica: Clue Edition,0.13,
Yew Spirit,Avacyn Restored,0.13,0.42
"Yggdrasil, Rebirth Engine",Assassin's Creed,1.98,1.91
"Ygra, Eater of All",Bloomburrow,14.63,12.98
"Yidaro, Wandering Monster",Ikoria: Lair of Behemoths,0.16,0.31
"Yidris, Maelstrom Wielder",Commander 2016,,4.03
"Yisan, the Wanderer Bard",Commander Masters,0.14,0.35
Yixlid Jailer,Time Spiral Remastered,0.06,0.28
Yoked Ox,Core Set 2020,0.04,0.16
Yoked Plowbeast,Shards of Alara,0.08,0.51
Yoke of the Damned,Duel Decks: Izzet vs. Golgari,0.09,
"Yomiji, Who Bars the Way",Betrayers of Kamigawa,1.30,2.19
Yore-Tiller Nephilim,Guildpact,0.89,6.12
"Yorion, Sky Nomad",Ikoria: Lair of Behemoths,0.40,0.47
"Yorvo, Lord of Garenbrig",Throne of Eldraine,0.29,0.45
"Yosei, the Morning Star",Iconic Masters,1.47,4.10
"Yoshimaru, Ever Faithful",Neon Dynasty Commander,5.59,13.18
Yotia Declares War,Dominaria United,0.02,0.13
Yotian Dissident,The Brothers' War,0.07,0.28
Yotian Frontliner,The Brothers' War,0.14,0.31
Yotian Medic,The Brothers' War,0.03,0.02
Yotian Soldier,Battlebond,0.04,0.15
Yotian Tactician,The Brothers' War,0.05,0.16
You Are Already Dead,Kamigawa: Neon Dynasty,0.08,0.17
You Cannot Pass!,The Lord of the Rings: Tales of Middle-earth,0.04,0.14
You Come to a River,Adventures in the Forgotten Realms,0.08,0.25
You Come to the Gnoll Camp,Adventures in the Forgotten Realms,0.02,0.03
You Find a Cursed Idol,Adventures in the Forgotten Realms,0.05,0.14
You Find Some Prisoners,Adventures in the Forgotten Realms,0.17,5.15
You Find the Villains' Lair,Adventures in the Forgotten Realms,0.15,0.23
You Happen On a Glade,Adventures in the Forgotten Realms,0.13,0.14
You Hear Something on Watch,Adventures in the Forgotten Realms,0.02,0.09
You Look Upon the Tarrasque,Commander Legends: Battle for Baldur's Gate,0.17,0.20
You Meet in a Tavern,Commander Legends: Battle for Baldur's Gate,0.04,0.09
Young Blue Dragon // Sand Augury,Commander Legends: Battle for Baldur's Gate,0.06,0.18
Young Deathclaws,Fallout,0.05,0.55
Young Necromancer,Modern Horizons 2,0.05,0.21
Young Pyromancer,Outlaws of Thunder Junction Commander,0.32,
Young Red Dragon // Bathe in Gold,Commander Legends: Battle for Baldur's Gate,0.04,0.15
Young Wei Recruits,Masters Edition III,,
Young Wolf,Innistrad Remastered,,
You're Ambushed on the Road,Adventures in the Forgotten Realms,0.03,0.11
You're Confronted by Robbers,Commander Legends: Battle for Baldur's Gate,0.02,0.06
